ROAD_CLASS,DISTRICT,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,NEIGHBOURHOOD_158,YEAR,MONTH_sin,MONTH_cos,DOW_sin,DOW_cos,HOUR_sin,HOUR_cos,INVAGE_00to04,INVAGE_05to09,INVAGE_10to14,INVAGE_15to19,INVAGE_20to24,INVAGE_25to29,INVAGE_30to34,INVAGE_35to39,INVAGE_40to44,INVAGE_45to49,INVAGE_50to54,INVAGE_55to59,INVAGE_60to64,INVAGE_65to69,INVAGE_70to74,INVAGE_75to79,INVAGE_80to84,INVAGE_85to89,INVAGE_90to94,INVAGE_Over95,INVAGE_unknown,NUMPERSONS,MANOEUVER_ChangingLanes,MANOEUVER_GoingAhead,MANOEUVER_MakingUTurn,MANOEUVER_Merging,MANOEUVER_Other,MANOEUVER_Overtaking,MANOEUVER_Parked,MANOEUVER_PullingAwayfromShoulderorCurb,MANOEUVER_PullingOntoShoulderortowardCurb,MANOEUVER_Reversing,MANOEUVER_SlowingorStopping,MANOEUVER_Stopped,MANOEUVER_TurningLeft,MANOEUVER_TurningRight,MANOEUVER_Unknown,DRIVACT_DisobeyedTrafficControl,DRIVACT_DrivingProperly,DRIVACT_ExceedingSpeedLimit,DRIVACT_FailedtoYieldRightofWay,DRIVACT_FollowingtooClose,DRIVACT_ImproperLaneChange,DRIVACT_ImproperPassing,DRIVACT_ImproperTurn,DRIVACT_Lostcontrol,DRIVACT_Other,DRIVACT_SpeedtooFastForCondition,DRIVACT_SpeedtooSlow,DRIVACT_WrongWayonOneWayRoad,NEAREST_HOSPITAL,DIST_TO_HOS
Major Arterial,Toronto and East York,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,False,True,True,False,False,False,False,False,False,False,False,False,False,Trinity-Bellwoods,2013,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.8660254037844385,-0.5000000000000004,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,3,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,University Health Network - Toronto Western,593.8531970314216
Minor Arterial,North York,No Control,Clear,"Dark, artificial",Dry,Fatal,Turning Movement,False,False,True,True,False,False,False,False,True,True,False,False,False,East Willowdale,2013,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,4,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,North York General Hospital - General Site,4599.330055154627
Major Arterial,Toronto and East York,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,True,False,True,False,False,False,False,False,False,False,False,False,False,South Parkdale,2013,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Unity Health Toronto - St. Joseph's,1510.6737771158805
Minor Arterial,Scarborough,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,False,False,True,True,False,False,False,False,False,True,False,False,False,Clairlea-Birchmount,2013,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,-0.7071067811865471,-0.7071067811865479,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,Michael Garron Hospital,5652.708957759198
Major Arterial,Toronto and East York,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,True,False,True,False,False,False,False,False,False,False,False,False,False,Woodbine Corridor,2013,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Michael Garron Hospital,943.2688087463612
Major Arterial,Toronto and East York,No Control,Clear,Dark,Dry,Non-Fatal Injury,Turning Movement,False,False,True,False,False,False,False,True,False,False,False,False,False,Palmerston-Little Italy,2013,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,University Health Network - Toronto Western,2039.5812346129678
Major Arterial,Scarborough,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,True,False,True,False,False,False,False,False,False,False,False,False,False,Agincourt North,2013,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,0.258819045102521,-0.9659258262890682,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Scarborough Health Network - Birchmount,5016.180803035386
Collector,Scarborough,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,False,False,False,True,False,False,False,False,False,False,False,False,False,Morningside Heights,2013,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,-0.9659258262890684,0.2588190451025203,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Scarborough Health Network - Centenary,7576.463543039747
Minor Arterial,Etobicoke York,Traffic Signal,Clear,Daylight,Dry,Fatal,Angle,False,False,True,False,False,False,False,True,True,True,True,False,False,Humber Heights-Westmount,2013,-0.4999999999999997,-0.8660254037844388,0.0,1.0,0.8660254037844387,-0.4999999999999998,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Humber River Health - Wilson,6592.1247561790515
Major Arterial,Toronto and East York,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,True,False,True,False,False,False,False,False,False,True,False,False,False,Harbourfront-CityPlace,2013,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,University Health Network - Toronto Western,2548.808965389617
Major Arterial,Etobicoke York,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,False,False,False,True,False,False,False,False,False,False,False,False,False,Mimico-Queensway,2013,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,-0.2588190451025208,-0.9659258262890683,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Unity Health Toronto - St. Joseph's,8663.147322881152
Major Arterial,Toronto and East York,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,True,False,False,False,False,True,False,False,False,False,False,False,False,Weston-Pelham Park,2013,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.9659258262890684,0.2588190451025203,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Unity Health Toronto - St. Joseph's,4614.235010103206
Major Arterial,Toronto and East York,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,False,True,True,False,False,False,False,False,False,False,False,False,False,Junction-Wallace Emerson,2013,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0.9659258262890683,-0.25881904510252063,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Unity Health Toronto - St. Joseph's,3838.0601771199144
Minor Arterial,Toronto and East York,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,False,True,True,False,False,False,False,False,False,True,False,False,False,South Riverdale,2013,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0.7071067811865476,-0.7071067811865475,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,Michael Garron Hospital,2178.4201422493206
Major Arterial,North York,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,False,True,True,False,False,False,False,False,False,True,False,False,False,Bridle Path-Sunnybrook-York Mills,2013,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Sunnybrook Health Sciences Centre - Bayview Campus,4642.935269928072
Major Arterial,Toronto and East York,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,True,False,True,False,False,False,False,False,False,False,False,False,False,South Parkdale,2013,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,-0.9659258262890684,0.2588190451025203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Unity Health Toronto - St. Joseph's,652.978477114113
Local,Etobicoke York,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,False,False,True,True,False,False,False,True,False,True,False,False,False,Keelesdale-Eglinton West,2013,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,-0.9659258262890684,0.2588190451025203,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,Humber River Health - Wilson,5816.948075465742
Minor Arterial,Etobicoke York,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,False,False,True,False,False,False,False,False,False,True,True,False,False,Etobicoke City Centre,2013,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,-0.8660254037844385,-0.5000000000000004,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Unity Health Toronto - St. Joseph's,9240.12002288422
Major Arterial,Scarborough,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Turning Movement,False,False,True,False,False,False,False,False,False,False,False,False,False,Bendale-Glen Andrew,2013,-0.4999999999999997,-0.8660254037844388,0.0,1.0,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,Scarborough Health Network - Scarborough General,1270.8062186740572
Minor Arterial,Etobicoke York,Pedestrian Crossover,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,True,False,True,False,False,False,False,False,False,True,False,False,False,West Humber-Clairville,2013,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,-0.8660254037844385,-0.5000000000000004,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,William Osler Health System - Etobicoke,500.73826172726694
Major Arterial,Toronto and East York,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,True,False,False,False,True,False,False,False,False,True,False,False,False,South Eglinton-Davisville,2013,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Sunnybrook Health Sciences Centre - Bayview Campus,3791.636929725413
Major Arterial,Scarborough,Stop Sign,Clear,Dark,Dry,Non-Fatal Injury,Cyclist Collisions,False,True,True,False,False,False,False,False,False,False,False,False,False,Ionview,2013,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Scarborough Health Network - Scarborough General,3695.4900567615405
Minor Arterial,North York,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,True,False,True,False,False,False,False,False,False,False,False,False,False,Clanton Park,2013,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,-0.9659258262890683,-0.25881904510252063,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Humber River Health - Wilson,4672.5688438218785
Major Arterial,Scarborough,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,True,False,True,False,False,False,False,False,False,False,False,False,False,Bendale South,2013,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Scarborough Health Network - Scarborough General,398.8301567558665
Major Arterial,Scarborough,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,True,False,True,False,False,False,False,False,False,True,False,False,False,Kennedy Park,2013,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Scarborough Health Network - Scarborough General,2066.693281325046
Major Arterial,Toronto and East York,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,False,False,False,True,False,False,False,False,False,False,False,False,False,Dovercourt Village,2013,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,0.258819045102521,-0.9659258262890682,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,University Health Network - Toronto Western,3115.2667346225353
Major Arterial,North York,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,False,False,True,True,False,False,False,True,True,True,False,False,False,Clanton Park,2013,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,Humber River Health - Wilson,4824.443843818619
Major Arterial,Toronto and East York,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Approaching,False,False,True,False,False,False,False,True,False,False,False,False,False,West Queen West,2013,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,University Health Network - Toronto Western,2006.042897031759
Major Arterial,Scarborough,Stop Sign,Clear,Daylight,Dry,Fatal,Turning Movement,False,False,True,True,True,False,False,False,True,True,False,False,False,Bendale South,2013,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,-0.8660254037844385,-0.5000000000000004,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,3,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,Scarborough Health Network - Scarborough General,1004.8437813216588
Collector,Scarborough,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,True,False,True,False,False,False,False,False,False,False,False,False,False,Birchcliffe-Cliffside,2013,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,-0.9659258262890684,0.2588190451025203,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Scarborough Health Network - Scarborough General,5184.405056755408
Major Arterial,Scarborough,Traffic Signal,Rain,"Dusk, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,True,False,True,False,False,False,False,False,False,True,False,False,False,Tam O'Shanter-Sullivan,2013,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,3,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Scarborough Health Network - Birchmount,4146.779996555531
Major Arterial,North York,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,False,False,False,True,False,False,False,False,False,False,False,False,False,Thorncliffe Park,2013,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Michael Garron Hospital,3637.959291260224
Minor Arterial,Toronto and East York,Other,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,False,True,True,False,False,False,False,False,False,False,False,False,False,Palmerston-Little Italy,2013,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,University Health Network - Toronto Western,1392.2662346162833
Minor Arterial,Etobicoke York,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Cyclist Collisions,False,True,True,False,False,False,False,False,False,True,False,False,False,Etobicoke West Mall,2013,-0.8660254037844385,-0.5000000000000004,0.0,1.0,-0.5000000000000004,0.8660254037844384,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Unity Health Toronto - St. Joseph's,9523.00131010823
Collector,Etobicoke York,Stop Sign,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,True,False,False,False,True,False,False,False,False,True,False,False,False,York University Heights,2013,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Humber River Health - Wilson,4012.7766245366074
Major Arterial,Etobicoke York,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,False,False,False,True,False,True,False,False,False,True,False,False,False,Stonegate-Queensway,2013,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,Unity Health Toronto - St. Joseph's,5454.164110109559
Minor Arterial,Scarborough,Pedestrian Crossover,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,True,False,False,False,True,False,False,False,False,True,False,False,False,Agincourt South-Malvern West,2013,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Scarborough Health Network - Centenary,3396.766348833102
Major Arterial,Toronto and East York,No Control,Clear,"Dark, artificial",Dry,Fatal,SMV Other,False,False,False,True,False,False,False,False,True,True,False,False,False,Cabbagetown-South St.James Town,2013,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Unity Health Toronto - St. Michael's,3195.992547175847
Major Arterial,Toronto and East York,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,False,True,True,False,False,False,False,False,False,True,False,False,False,South Riverdale,2013,-0.8660254037844385,-0.5000000000000004,0.0,1.0,0.258819045102521,-0.9659258262890682,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Unity Health Toronto - St. Michael's,2981.5671471757814
Major Arterial,Toronto and East York,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Sideswipe,False,False,False,True,False,False,False,True,False,False,False,False,False,South Parkdale,2013,-0.8660254037844385,-0.5000000000000004,0.0,1.0,-0.2588190451025208,-0.9659258262890683,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,Unity Health Toronto - St. Joseph's,967.4109898941824
Minor Arterial,Scarborough,No Control,Clear,Dark,Dry,Non-Fatal Injury,Sideswipe,False,False,False,True,False,False,False,False,False,False,False,False,False,Morningside Heights,2013,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0.0,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,Oak Valley Health - Markham,8208.023899596184
Major Arterial,North York,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,False,False,True,False,False,False,False,False,False,True,True,False,False,Forest Hill North,2013,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0.9659258262890683,-0.25881904510252063,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,3,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Sunnybrook Health Sciences Centre - Bayview Campus,5666.4359297181945
Local,Etobicoke York,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Unattended Vehicle,False,False,True,False,False,False,False,False,True,True,False,False,False,Black Creek,2013,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Humber River Health - Wilson,5567.853224532795
Major Arterial,North York,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,False,False,True,True,False,False,False,True,False,False,False,False,False,Flemingdon Park,2013,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,Sunnybrook Health Sciences Centre - Bayview Campus,3848.0471300758654
Major Arterial,Toronto and East York,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,True,False,False,False,False,True,False,False,False,False,False,False,False,Kensington-Chinatown,2013,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,-0.9659258262890683,-0.25881904510252063,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,University Health Network - Toronto Western,835.4483029701514
Major Arterial,Toronto and East York,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,False,False,True,False,True,False,False,True,True,True,False,False,False,Old East York,2013,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,0.258819045102521,-0.9659258262890682,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,7,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,Michael Garron Hospital,1744.0506912651472
Major Arterial,Toronto and East York,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Cyclist Collisions,False,True,True,False,False,False,False,False,False,True,False,False,False,Dovercourt Village,2013,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,University Health Network - Toronto Western,3932.733934612479
Major Arterial,North York,No Control,Rain,"Dark, artificial",Wet,Fatal,Pedestrian Collisions,True,False,True,False,False,False,False,False,False,False,False,False,False,Newtonbrook West,2013,-0.8660254037844385,-0.5000000000000004,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,North York General Hospital - General Site,8992.863355155336
